"id","EJScreenPDF","EJScreenMAP","siteid","sitename","lon","lat","pctmin","pctlowinc","pctlths","pctlingiso","pctunder5","pctover64","pctunemployed","VSI.eo","pctpre1960","dpm","cancer","resp","traffic.score","proximity.npdes","proximity.npl","proximity.rmp","proximity.tsdf","o3","pm","ust","state.avg.pctmin","state.avg.pctlowinc","state.avg.pctlths","state.avg.pctlingiso","state.avg.pctunder5","state.avg.pctover64","state.avg.unemployed","state.avg.VSI.eo","state.avg.pctpre1960","state.avg.dpm","state.avg.cancer","state.avg.resp","state.avg.traffic.score","state.avg.proximity.npdes","state.avg.proximity.npl","state.avg.proximity.rmp","state.avg.proximity.tsdf","state.avg.o3","state.avg.pm","state.avg.ust","state.pctile.pctmin","state.pctile.pctlowinc","state.pctile.pctlths","state.pctile.pctlingiso","state.pctile.pctunder5","state.pctile.pctover64","state.pctile.unemployed","state.pctile.VSI.eo","state.pctile.pctpre1960","state.pctile.dpm","state.pctile.cancer","state.pctile.resp","state.pctile.traffic.score","state.pctile.proximity.npdes","state.pctile.proximity.npl","state.pctile.proximity.rmp","state.pctile.proximity.tsdf","state.pctile.o3","state.pctile.pm","state.pctile.ust","state.pctile.EJ.DISPARITY.pctpre1960.eo","state.pctile.EJ.DISPARITY.dpm.eo","state.pctile.EJ.DISPARITY.cancer.eo","state.pctile.EJ.DISPARITY.resp.eo","state.pctile.EJ.DISPARITY.traffic.score.eo","state.pctile.EJ.DISPARITY.proximity.npdes.eo","state.pctile.EJ.DISPARITY.proximity.npl.eo","state.pctile.EJ.DISPARITY.proximity.rmp.eo","state.pctile.EJ.DISPARITY.proximity.tsdf.eo","state.pctile.EJ.DISPARITY.o3.eo","state.pctile.EJ.DISPARITY.pm.eo","state.pctile.ust","region.avg.pctmin","region.avg.pctlowinc","region.avg.pctlths","region.avg.pctlingiso","region.avg.pctunder5","region.avg.pctover64","region.avg.unemployed","region.avg.VSI.eo","region.avg.pctpre1960","region.avg.dpm","region.avg.cancer","region.avg.resp","region.avg.traffic.score","region.avg.proximity.npdes","region.avg.proximity.npl","region.avg.proximity.rmp","region.avg.proximity.tsdf","region.avg.o3","region.avg.pm","region.avg.ust","region.pctile.pctmin","region.pctile.pctlowinc","region.pctile.pctlths","region.pctile.pctlingiso","region.pctile.pctunder5","region.pctile.pctover64","region.pctile.unemployed","region.pctile.VSI.eo","region.pctile.pctpre1960","region.pctile.dpm","region.pctile.cancer","region.pctile.resp","region.pctile.traffic.score","region.pctile.proximity.npdes","region.pctile.proximity.npl","region.pctile.proximity.rmp","region.pctile.proximity.tsdf","region.pctile.o3","region.pctile.pm","region.pctile.ust","region.pctile.EJ.DISPARITY.pctpre1960.eo","region.pctile.EJ.DISPARITY.dpm.eo","region.pctile.EJ.DISPARITY.cancer.eo","region.pctile.EJ.DISPARITY.resp.eo","region.pctile.EJ.DISPARITY.traffic.score.eo","region.pctile.EJ.DISPARITY.proximity.npdes.eo","region.pctile.EJ.DISPARITY.proximity.npl.eo","region.pctile.EJ.DISPARITY.proximity.rmp.eo","region.pctile.EJ.DISPARITY.proximity.tsdf.eo","region.pctile.EJ.DISPARITY.o3.eo","region.pctile.EJ.DISPARITY.pm.eo","region.pctile.ust","us.avg.pctmin","us.avg.pctlowinc","us.avg.pctlths","us.avg.pctlingiso","us.avg.pctunder5","us.avg.pctover64","us.avg.unemployed","us.avg.VSI.eo","us.avg.pctpre1960","us.avg.dpm","us.avg.cancer","us.avg.resp","us.avg.traffic.score","us.avg.proximity.npdes","us.avg.proximity.npl","us.avg.proximity.rmp","us.avg.proximity.tsdf","us.avg.o3","us.avg.pm","us.avg.ust","pctile.pctmin","pctile.pctlowinc","pctile.pctlths","pctile.pctlingiso","pctile.pctunder5","pctile.pctover64","pctile.pctunemployed","pctile.VSI.eo","pctile.pctpre1960","pctile.dpm","pctile.cancer","pctile.resp","pctile.traffic.score","pctile.proximity.npdes","pctile.proximity.npl","pctile.proximity.rmp","pctile.proximity.tsdf","pctile.o3","pctile.pm","pctile.ust","pctile.EJ.DISPARITY.pctpre1960.eo","pctile.EJ.DISPARITY.dpm.eo","pctile.EJ.DISPARITY.cancer.eo","pctile.EJ.DISPARITY.resp.eo","pctile.EJ.DISPARITY.traffic.score.eo","pctile.EJ.DISPARITY.proximity.npdes.eo","pctile.EJ.DISPARITY.proximity.npl.eo","pctile.EJ.DISPARITY.proximity.rmp.eo","pctile.EJ.DISPARITY.proximity.tsdf.eo","pctile.EJ.DISPARITY.o3.eo","pctile.EJ.DISPARITY.pm.eo","pctile.ust","ST","statename","REGION","pop","NUM_NPL","NUM_TSDF","statLayerCount","statLayerZeroPopCount","weightLayerCount","timeSeconds","radius.miles","unit","statlevel","inputAreaMiles","lon.1","lat.1"
41,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-81.9276582,%22y%22:26.6876511%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 41</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=26.6876511,-81.9276582"", target=""_blank"">EJScreen Map 41</a>",41,"site 41",-81.9276582,26.6876511,25,27,5,1,10,15,6,26,0.0089,0.225,30,0.3,250,0.033,0.0082,0.21,0.062,31.7,7.35,1.1,46,34,12,7,5,20,6,40,0.11,0.338,28,0.36,630,1,0.13,0.79,0.5,32.7,7.64,6.2,30,41,30,36,88,47,64,30,30,29,96,45,48,80,4,33,11,39,23,38,21,26,19,23,19,11,41,30,34,22,22,25,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,40,39,27,58,86,51,64,36,19,49,82,27,63,87,2,46,12,12,15,50,35,25,24,30,15,8,45,28,41,30,27,22,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,42,49,33,51,85,54,66,42,13,45,83,47,52,77,2,39,9,4,18,48,44,27,22,27,21,13,50,32,47,33,29,24,"FL","FLORIDA",4,4227,0,0,6,0,155,0.4069943,1,9035,"blockgroup",3.14,-81.9276582,26.6876511
42,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-84.2496958,%22y%22:33.9772493%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 42</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=33.9772493,-84.2496958"", target=""_blank"">EJScreen Map 42</a>",42,"site 42",-84.2496958,33.9772493,22,10,3,2,6,21,4,16,0.013,0.503,40,0.5,220,0.0013,0.011,0.3,0.2,42.5,9.64,1.9,47,34,13,3,6,14,6,41,0.13,0.294,36,0.46,520,0.079,0.037,0.63,0.42,39.4,8.94,2.1,25,11,14,68,49,86,49,12,25,87,95,91,57,74,31,55,56,83,94,64,59,5,11,11,21,6,22,17,13,13,13,6,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,36,9,14,66,54,76,49,15,22,91,98,96,60,65,8,55,49,81,96,60,64,4,9,10,23,15,36,20,20,13,11,11,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,38,15,18,58,52,78,51,21,15,87,97,95,50,51,5,48,30,52,77,57,64,3,6,6,30,22,44,23,31,14,11,12,"GA","GEORGIA",4,6093,0,0,9,0,63,0.3059961,1,9035,"blockgroup",3.14,-84.2496958,33.9772493
43,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-122.2506765,%22y%22:40.1452032%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 43</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=40.1452032,-122.2506765"", target=""_blank"">EJScreen Map 43</a>",43,"site 43",-122.2506765,40.1452032,21,59,7,1,8,18,13,40,0.19,0.152,30,0.48,55,0.00058,0.016,0.54,0.039,51.5,10.5,0.59,63,31,17,9,6,14,6,47,0.29,0.33,31,0.43,1300,74,0.18,1.1,5.2,48.1,11.7,3.7,7,88,34,18,75,74,89,39,49,15,76,87,23,30,6,47,0,63,29,31,52,40,37,39,42,49,34,47,33,39,38,49,60,31,16,8,6,15,6,46,0.23,0.33,30,0.41,1300,59,0.15,1,4.4,49.6,10.8,3.3,9,88,36,22,74,73,89,42,57,18,75,88,22,29,11,52,1,52,44,33,57,43,40,43,44,50,38,52,36,42,42,52,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,37,88,43,47,76,66,90,63,52,26,83,92,24,44,13,61,5,88,89,38,72,65,62,64,63,75,60,71,59,64,64,68,"CA","CALIFORNIA",9,531,0,0,3,0,16,0.2429574,1,9035,"blockgroup",3.14,-122.2506765,40.1452032
44,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-80.720031,%22y%22:41.2444072%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 44</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=41.2444072,-80.720031"", target=""_blank"">EJScreen Map 44</a>",44,"site 44",-80.720031,41.2444072,7,18,2,0,5,29,3,12,0.13,0.219,20,0.3,170,0.0037,0.054,0.19,0.14,43.6,8.68,1,21,31,10,1,6,17,5,26,0.4,0.273,24,0.3,370,0.33,0.095,0.72,1.5,44.5,9.13,2.6,36,31,14,69,44,92,44,26,24,36,63,89,54,56,55,35,19,30,18,48,53,34,37,30,38,33,31,42,54,33,34,30,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,29,34,15,59,42,92,44,23,27,43,60,79,41,56,46,32,20,36,34,44,48,30,35,27,44,31,34,41,52,29,30,32,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,15,31,12,45,42,92,39,13,44,44,32,47,43,61,45,35,22,64,52,46,27,22,29,24,32,21,25,28,39,21,21,22,"OH","OHIO",5,3241,0,0,6,0,53,0.2770177,1,9035,"blockgroup",3.14,-80.720031,41.2444072
45,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-92.5255959,%22y%22:37.9674413%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 45</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=37.9674413,-92.5255959"", target=""_blank"">EJScreen Map 45</a>",45,"site 45",-92.5255959,37.9674413,0,38,18,0,5,13,8,19,0.072,0.0781,30,0.4,NA,0.0037,0.017,0.036,0.052,43,7.76,0,21,32,10,1,6,16,5,26,0.29,0.265,30,0.4,400,5.9,0.099,0.65,1.3,45.4,8.55,1.9,3,64,84,71,42,34,80,42,28,2,94,83,NA,50,18,5,13,12,12,20,39,48,22,22,NA,30,50,62,56,24,25,80,20,30,9,2,6,16,4,25,0.33,0.221,26,0.33,410,2.9,0.1,0.95,1,44.1,8.26,2.5,2,69,86,65,39,36,83,46,26,4,97,92,NA,59,18,2,17,38,19,16,45,44,16,16,NA,24,47,69,53,21,22,80,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,1,66,76,45,43,42,74,29,34,7,83,81,NA,61,14,2,7,57,27,16,29,36,11,10,NA,18,37,48,45,13,15,63,"MO","MISSOURI",7,96,0,0,1,0,3,0.2379564,1,9035,"blockgroup",3.14,-92.5255959,37.9674413
46,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-117.6650045,%22y%22:33.5131108%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 46</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=33.5131108,-117.6650045"", target=""_blank"">EJScreen Map 46</a>",46,"site 46",-117.6650045,33.5131108,61,35,23,11,5,13,5,48,0.095,0.246,22,0.3,1900,1.3,0.053,0.29,1.8,43.9,10.5,1.4,63,31,17,9,6,14,6,47,0.29,0.33,31,0.43,1300,74,0.18,1.1,5.2,48.1,11.7,3.7,45,62,69,67,43,52,49,52,37,35,27,24,81,76,32,33,28,39,29,43,61,58,51,56,74,84,55,50,53,62,60,56,60,31,16,8,6,15,6,46,0.23,0.33,30,0.41,1300,59,0.15,1,4.4,49.6,10.8,3.3,49,61,72,71,43,51,49,55,46,36,31,30,83,77,38,39,36,31,43,47,66,61,55,60,76,86,61,55,58,63,64,59,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,72,62,84,84,45,41,57,72,38,50,41,47,91,93,44,48,69,66,88,52,78,79,73,77,86,97,77,73,83,82,84,74,"CA","CALIFORNIA",9,12725,0,0,11,0,162,0.2919692,1,9035,"blockgroup",3.14,-117.6650045,33.5131108
47,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-93.4170762,%22y%22:44.6996627%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 47</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=44.6996627,-93.4170762"", target=""_blank"">EJScreen Map 47</a>",47,"site 47",-93.4170762,44.6996627,12,21,2,1,7,13,2,16,0.037,0.165,20,0.3,160,1.4e-06,0.072,0.1,0.11,39,7.67,0.97,20,24,7,2,6,15,4,22,0.31,0.218,24,0.29,470,0.034,0.18,0.77,1.5,37.8,7.54,1.8,46,52,24,62,62,42,43,47,18,43,56,70,56,16,46,14,26,84,40,61,60,11,9,6,14,59,17,46,45,7,7,11,26,29,10,2,6,16,5,28,0.37,0.279,24,0.3,610,9,0.13,0.83,1.8,43.5,8.96,4.8,43,40,16,63,66,38,33,36,11,27,60,77,41,8,57,12,17,11,11,43,57,11,6,4,16,62,10,34,41,5,6,17,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,23,37,14,48,64,43,29,22,25,30,32,46,43,9,55,16,18,26,25,45,34,8,6,4,12,50,7,22,29,3,3,10,"MN","MINNESOTA",5,6591,0,0,5,0,70,0.2719768,1,9035,"blockgroup",3.14,-93.4170762,44.6996627
48,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-78.7263503,%22y%22:35.8044905%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 48</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=35.8044905,-78.7263503"", target=""_blank"">EJScreen Map 48</a>",48,"site 48",-78.7263503,35.8044905,25,27,2,0,5,9,3,26,0.042,0.278,30,0.4,500,3.1e-05,0.61,0.084,1.3,42.5,8.64,7,37,34,12,2,6,16,6,36,0.16,0.182,29,0.37,350,0.25,0.082,0.39,0.83,41.7,7.74,3.4,40,39,10,53,39,20,30,38,30,85,95,94,79,32,98,15,79,64,83,86,26,6,12,12,4,35,0,30,4,13,11,1,39,35,13,3,6,17,6,37,0.15,0.261,31,0.4,430,0.45,0.083,0.6,0.62,37.9,8.18,3.5,40,38,8,51,39,18,30,36,39,62,82,78,77,33,98,14,85,81,69,86,22,10,13,12,4,33,0,32,3,11,12,1,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,42,48,11,45,38,22,32,42,26,58,83,81,68,24,96,11,62,52,51,84,35,9,10,9,6,41,0,36,9,12,11,1,"NC","NORTH CAROLINA",4,4582,1,0,2,0,74,0.3130163,1,9035,"blockgroup",3.14,-78.7263503,35.8044905
49,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-117.1055868,%22y%22:32.782975%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 49</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=32.782975,-117.1055868"", target=""_blank"">EJScreen Map 49</a>",49,"site 49",-117.1055868,32.782975,46,26,4,4,6,12,3,36,0.22,0.374,30,0.4,3600,0.00068,0.016,0.55,8.4,43.2,10.2,3.1,63,31,17,9,6,14,6,47,0.29,0.33,31,0.43,1300,74,0.18,1.1,5.2,48.1,11.7,3.7,30,49,22,38,48,47,29,34,51,61,76,66,89,30,6,47,78,36,24,61,10,36,36,36,78,46,34,42,49,36,36,49,60,31,16,8,6,15,6,46,0.23,0.33,30,0.41,1300,59,0.15,1,4.4,49.6,10.8,3.3,34,48,23,43,49,47,30,37,59,60,75,69,90,30,11,53,83,28,40,65,8,39,39,39,80,48,37,46,55,39,39,52,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,62,47,27,67,51,37,38,59,55,75,83,81,96,46,13,61,94,60,86,67,26,61,61,61,89,73,59,67,81,62,62,68,"CA","CALIFORNIA",9,12060,0,4,18,0,152,0.3790055,1,9035,"blockgroup",3.14,-117.1055868,32.782975
50,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-97.611583,%22y%22:30.3579963%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 50</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=30.3579963,-97.611583"", target=""_blank"">EJScreen Map 50</a>",50,"site 50",-97.611583,30.3579963,75,25,14,9,13,5,3,50,0,0.144,30,0.3,92,0.019,0.014,0.49,0.62,38.3,9.77,0.36,58,34,16,8,7,12,5,46,0.15,0.214,31,0.36,510,0.33,0.084,0.92,0.72,40,9.57,2.2,64,39,53,69,93,14,40,56,26,30,83,44,29,81,12,50,67,35,53,26,52,80,88,85,66,91,64,78,85,89,89,60,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,71,35,55,76,93,11,39,61,21,32,78,37,33,81,13,55,64,32,60,31,53,83,91,88,72,92,69,83,87,92,92,67,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,80,45,66,81,95,7,39,73,11,24,83,47,32,74,9,59,47,23,79,32,62,85,95,93,78,91,75,89,83,95,96,75,"TX","TEXAS",6,7529,0,0,3,0,70,0.2389873,1,9035,"blockgroup",3.14,-97.611583,30.3579963
51,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-74.7273431,%22y%22:41.4401421%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 51</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=41.4401421,-74.7273431"", target=""_blank"">EJScreen Map 51</a>",51,"site 51",-74.7273431,41.4401421,8,25,11,0,5,17,3,17,0.34,0.097,20,0.2,26,0.00018,0.18,0.048,0.21,38,6.96,0.071,44,30,13,8,6,16,5,37,0.55,0.646,29,0.39,870,3.9,0.23,0.5,6.2,41.6,7.9,8.1,17,49,52,36,42,59,37,25,26,10,42,24,10,37,67,4,12,5,23,19,17,34,16,22,40,33,9,40,39,13,12,37,49,32,13,14,6,16,6,41,0.46,0.558,29,0.37,840,2.3,0.28,0.62,4.9,41.8,8.03,9.3,13,49,52,32,44,58,34,24,36,13,41,24,9,31,62,4,16,3,17,23,14,35,17,23,39,30,11,38,36,15,15,37,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,16,46,57,45,38,61,37,22,67,11,32,14,15,35,84,4,31,21,12,21,6,33,23,28,40,34,5,45,31,18,20,39,"NY","NEW YORK",2,444,0,0,2,0,14,0.2370218,1,9035,"blockgroup",3.14,-74.7273431,41.4401421
52,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-73.8313863,%22y%22:40.8419201%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 52</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=40.8419201,-73.8313863"", target=""_blank"">EJScreen Map 52</a>",52,"site 52",-73.8313863,40.8419201,66,32,18,10,6,17,7,50,0.64,0.902,40,0.5,2100,1.1,0.095,0.17,6,43,8.87,9.8,44,30,13,8,6,16,5,37,0.55,0.646,29,0.39,870,3.9,0.23,0.5,6.2,41.6,7.9,8.1,68,62,73,71,57,60,68,67,56,66,99,74,88,87,35,36,66,76,73,69,69,72,71,70,81,94,64,65,75,68,69,78,49,32,13,14,6,16,6,41,0.46,0.558,29,0.37,840,2.3,0.28,0.62,4.9,41.8,8.03,9.3,62,60,72,66,59,59,64,63,65,75,99,83,89,92,31,34,73,78,72,68,72,76,68,67,81,94,60,60,78,70,70,79,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,75,58,77,83,53,62,69,73,85,97,97,95,92,93,64,32,90,58,57,89,86,86,75,75,87,95,76,67,89,72,72,89,"NY","NEW YORK",2,51839,0,4,57,1,430,0.5619926,1,9035,"blockgroup",3.14,-73.8313863,40.8419201
53,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-79.9687666,%22y%22:39.6499428%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 53</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=39.6499428,-79.9687666"", target=""_blank"">EJScreen Map 53</a>",53,"site 53",-79.9687666,39.6499428,16,52,10,2,4,9,9,34,0.29,0.233,30,0.3,550,18,0.047,0.99,7.3,41.5,7.35,3.6,8,38,13,0,5,19,7,23,0.34,0.128,28,0.33,220,2.3,0.084,0.45,0.74,39.8,7.64,1.7,83,79,40,93,34,6,70,85,52,92,91,63,89,97,59,86,98,90,32,85,75,61,79,80,38,3,73,32,8,79,80,28,33,27,10,3,6,16,5,30,0.35,0.267,30,0.34,680,33,0.15,0.63,1.9,41.9,8.2,2.7,39,89,58,66,28,19,82,66,53,44,85,52,68,96,26,80,94,42,19,77,54,62,64,65,46,2,64,40,16,64,65,33,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,30,83,52,54,26,23,80,55,62,47,83,47,70,98,39,76,92,42,18,71,38,50,52,54,37,1,51,34,15,54,55,28,"WV","WEST VIRGINIA",3,13576,0,4,24,0,428,0.474984,1,9035,"blockgroup",3.14,-79.9687666,39.6499428
54,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-116.3917878,%22y%22:33.8287798%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 54</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=33.8287798,-116.3917878"", target=""_blank"">EJScreen Map 54</a>",54,"site 54",-116.3917878,33.8287798,74,35,21,15,4,9,5,55,0.17,0.174,30,0.3,78,NA,0.012,3.8,0.16,62.5,7.5,1.2,63,31,17,9,6,14,6,47,0.29,0.33,31,0.43,1300,74,0.18,1.1,5.2,48.1,11.7,3.7,59,62,66,78,24,32,50,63,47,19,76,24,27,NA,2,94,5,87,3,41,73,64,81,73,57,NA,46,95,40,89,69,67,60,31,16,8,6,15,6,46,0.23,0.33,30,0.41,1300,59,0.15,1,4.4,49.6,10.8,3.3,62,62,69,81,25,32,51,65,55,22,75,30,26,NA,8,95,7,89,12,44,77,67,83,75,58,NA,52,95,44,89,73,69,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,80,62,81,89,27,24,59,78,50,32,83,47,29,NA,7,97,25,98,21,49,87,82,91,87,73,NA,71,98,71,96,89,80,"CA","CALIFORNIA",9,3829,0,0,2,0,55,0.2369976,1,9035,"blockgroup",3.14,-116.3917878,33.8287798
55,"<a href=""https://ejscreen.epa.gov/mapper/EJSCREEN_report.aspx?namestr=&geometry=%7B%22spatialReference%22:%7B%22wkid%22:4326%7D,%22x%22:-97.1064584,%22y%22:32.6186438%7D&distance=1&unit=9035&areatype=&areaid=&f=report"", target=""_blank"">EJScreen Report 55</a>","<a href=""https://ejscreen.epa.gov/mapper/index.html?wherestr=32.6186438,-97.1064584"", target=""_blank"">EJScreen Map 55</a>",55,"site 55",-97.1064584,32.6186438,76,22,11,8,8,4,4,49,0.018,0.215,30,0.4,140,9.8e-06,0.05,0.22,0.15,42.6,9.68,1.6,58,34,16,8,7,12,5,46,0.15,0.214,31,0.36,510,0.33,0.084,0.92,0.72,40,9.57,2.2,65,34,47,66,66,11,48,55,37,51,83,95,38,9,54,30,29,66,47,54,64,82,81,85,67,46,76,61,63,86,83,75,52,36,15,6,7,13,5,44,0.16,0.219,32,0.37,470,0.5,0.08,0.83,0.8,41.1,9.32,2,72,30,47,74,69,9,47,60,31,53,78,85,42,12,58,36,31,62,55,58,65,86,86,88,72,52,81,68,67,89,87,80,40,31,12,5,6,16,5,36,0.28,0.295,29,0.36,710,12,0.13,0.75,2.2,42.6,8.74,3.9,81,39,58,80,76,5,47,72,17,43,83,81,40,18,42,40,23,54,78,54,71,86,92,93,78,68,84,78,71,93,93,83,"TX","TEXAS",6,20046,0,0,9,0,158,0.3599883,1,9035,"blockgroup",3.14,-97.1064584,32.6186438
